Origem;Destino;Peso;Volume;Natureza_Mercadoria;Tipo_Veiculo;Prazo_Entrega
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.285.200;8;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.935.900;11;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.662.750;10;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.616.850;10;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;6.697.800;34;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Caraguatatuba-SP;4.501.800;24;NESTLE;Toco;120
Sao Bernardo do Campo-SP;Sao Paulo-SP;8.863.200;43;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;156.600;1;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;156.600;1;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;156.600;1;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Lorena-SP;783.000;5;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Jose dos Campos-SP;10.498.950;55;NESTLE;Caminhao 3/4;72
Sao Bernardo do Campo-SP;Pindamonhangaba-SP;2.630.700;15;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.133.550;6;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.945.250;33;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;626.400;4;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;58.050;1;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;156.600;1;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;156.600;1;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;156.600;1;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Jacarei-SP;4.317.750;24;NESTLE;Caminhao 3/4;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;8.506.350;42;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Cacapava-SP;20.728.350;104;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Jose dos Campos-SP;1.319.400;8;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Jacarei-SP;3.114.900;17;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;40.149.450;280;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;3.754.800;40;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Vicente-SP;2.136.600;12;NESTLE;Iveco/ Master / Tran;120
Sao Bernardo do Campo-SP;Sao Vicente-SP;4.209.750;24;NESTLE;Iveco/ Master / Tran;120
Sao Bernardo do Campo-SP;Ribeirao Preto-SP;72.473.400;647;NESTLE;Toco;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;5.691.600;36;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;220.950;1;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;156.600;1;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;9.337.950;73;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.942.100;18;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Jose dos Campos-SP;21.138.490;535;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Jundiai-SP;86.685.960;2442;NESTLE;Cavalo;72
Sao Bernardo do Campo-SP;Ribeirao Preto-SP;59.220.000;597;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Taubate-SP;15.900;2;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;467.220;8;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;121.080;2;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Santos-SP;9.918.000;51;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Santos-SP;4.880.250;25;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Jundiai-SP;5.995.350;30;NESTLE;Caminhao 3/4;72
Sao Bernardo do Campo-SP;Jundiai-SP;6.998.850;36;NESTLE;Caminhao 3/4;72
Sao Bernardo do Campo-SP;Jundiai-SP;1.302.750;11;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Atibaia-SP;7.573.950;40;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Campo Limpo Paulista-SP;943.200;6;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Braganca Paulista-SP;1.381.050;8;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Guarulhos-SP;43.740.000;360;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Pindamonhangaba-SP;2.630.700;15;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Guaruja-SP;1.068.750;6;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Sebastiao-SP;12.188.250;66;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Sebastiao-SP;5.995.350;30;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;61.830;9;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;157.600;12;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;259.650;2;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;46.600;4;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;65.500;5;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;75.800;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Guarulhos-SP;156.600;1;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Guarulhos-SP;377.550;2;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Guarulhos-SP;3.098.700;19;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Praia Grande-SP;156.600;1;NESTLE;Iveco/ Master / Tran;120
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;985.190;14;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;661.970;8;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Jose do Rio Preto-SP;138.810;2;NESTLE;UTILITARIO/STRADA;72
Sao Bernardo do Campo-SP;Ribeirao Preto-SP;436.290;7;NESTLE;UTILITARIO/STRADA;72
Sao Bernardo do Campo-SP;Ribeirao Preto-SP;364.300;8;NESTLE;UTILITARIO/STRADA;72
Sao Bernardo do Campo-SP;Sao Jose do Rio Preto-SP;985.190;14;NESTLE;UTILITARIO/STRADA;72
Sao Bernardo do Campo-SP;Itapetininga-SP;410.860;9;NESTLE;Fiorino /Doblo / Kan;72
Sao Bernardo do Campo-SP;Ribeirao Preto-SP;661.970;8;NESTLE;UTILITARIO/STRADA;72
Sao Bernardo do Campo-SP;Ribeirao Preto-SP;985.190;14;NESTLE;UTILITARIO/STRADA;72
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;237.100;5;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;237.100;5;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Santo Andre-SP;70.280.000;830;NESTLE;Truck;48
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;138.810;2;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Jose do Rio Preto-SP;364.300;8;NESTLE;UTILITARIO/STRADA;72
Sao Bernardo do Campo-SP;Sao Jose do Rio Preto-SP;661.970;8;NESTLE;UTILITARIO/STRADA;72
Sao Bernardo do Campo-SP;Ribeirao Preto-SP;138.810;2;NESTLE;UTILITARIO/STRADA;48
Sao Bernardo do Campo-SP;Petropolis-RJ;601.390;7;NESTLE;Caminhao 3/4;72
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;138.810;2;NESTLE;Caminhao 3/4;72
Sao Bernardo do Campo-SP;Ribeirao Preto-SP;138.810;2;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Jacarei-SP;7.174.210;98;NESTLE;Truck;72
Sao Bernardo do Campo-SP;Franca-SP;138.810;2;NESTLE;UTILITARIO/STRADA;72
Sao Bernardo do Campo-SP;Aruja-SP;100.924.460;1954;NESTLE;Truck;72
Sao Sebastiao-SP;Aracariguama-SP;107.710;1;NESPRESSO;Cavalo;120
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.150.460;34;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Franca-SP;192.130;3;NESTLE;UTILITARIO/STRADA;72
Sao Bernardo do Campo-SP;Ribeirao Preto-SP;1.020.440;16;NESTLE;UTILITARIO/STRADA;72
Sao Bernardo do Campo-SP;Ribeirao Preto-SP;692.450;13;NESTLE;UTILITARIO/STRADA;72
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;121.160;2;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Ribeirao Preto-SP;332.130;4;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Guarulhos-SP;8.549.400;190;NESTLE;Truck;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;31.158.810;222;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Campinas-SP;2.268.000;30;NESTLE;Truck;72
Sao Bernardo do Campo-SP;Campinas-SP;16.342.000;220;NESTLE;Truck;48
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;137.066.880;1906;NESTLE;Toco;48
Sao Bernardo do Campo-SP;Ribeirao Preto-SP;35.561.300;323;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Santo Andre-SP;29.000.000;497;NESTLE;Truck;48
Sao Bernardo do Campo-SP;Ribeirao Preto-SP;114.000;1;NESTLE;UTILITARIO/STRADA;72
Sao Bernardo do Campo-SP;Sao Jose do Rio Preto-SP;571.290;11;NESTLE;UTILITARIO/STRADA;72
Sao Bernardo do Campo-SP;Taboao da Serra-SP;1.103.850;5;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Jose do Rio Preto-SP;114.000;1;NESTLE;UTILITARIO/STRADA;72
Sao Bernardo do Campo-SP;Sao Jose do Rio Preto-SP;957.610;13;NESTLE;UTILITARIO/STRADA;72
Sao Bernardo do Campo-SP;Ribeirao Preto-SP;52.130;2;NESTLE;UTILITARIO/STRADA;72
Sao Bernardo do Campo-SP;Petropolis-RJ;757.510;11;NESTLE;Caminhao 3/4;72
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;696.450;10;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Sao Jose do Rio Preto-SP;88.542.000;1218;NESTLE;Truck;72
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;114.000;1;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;114.000;1;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Niteroi-RJ;192.130;3;NESTLE;Caminhao 3/4;72
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;114.000;1;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;120.280;2;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Petropolis-RJ;106.000;2;NESTLE;Caminhao 3/4;72
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;106.000;2;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Nova Friburgo-RJ;144.960;12;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Itapecerica da Serra-SP;8.142.300;43;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Embu-Guacu-SP;2.707.200;14;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Itapecerica da Serra-SP;2.201.400;12;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Taboao da Serra-SP;2.356.650;15;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;53.310.000;2572;NESTLE;Truck;48
Sao Bernardo do Campo-SP;Aruja-SP;939.600;6;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;190.000;3;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;280.000;2;NESTLE;Toco;48
Sao Bernardo do Campo-SP;Ribeirao Preto-SP;1.181.700;13;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sao Jose do Rio Preto-SP;52.130;2;NESTLE;UTILITARIO/STRADA;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;140.000;11;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Jacarei-SP;131.067.450;1050;NESTLE;Cavalo;72
Sao Bernardo do Campo-SP;Sorocaba-SP;790.000;6;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;914.240;19;NESTLE;Toco;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.709.000;14;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;10.064.250;54;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Taubate-SP;2.578.050;14;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Taubate-SP;157.500;1;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Jundiai-SP;2.002.500;12;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Jundiai-SP;1.409.850;9;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Santos-SP;3.240.450;17;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;568.800;4;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;830.000;67;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;680.000;57;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.268.400;16;NESTLE;Fiorino /Doblo / Kan;72
Sao Bernardo do Campo-SP;Salto-SP;313.200;2;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.746.400;25;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;260.610;31;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;360.000;21;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Praia Grande-SP;3.243.600;17;NESTLE;Iveco/ Master / Tran;120
Sao Bernardo do Campo-SP;Santos-SP;2.736.450;15;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Praia Grande-SP;6.705.000;35;NESTLE;Iveco/ Master / Tran;120
Sao Bernardo do Campo-SP;Santos-SP;157.500;1;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Jose dos Campos-SP;491.400;3;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Jose dos Campos-SP;7.082.100;37;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Jundiai-SP;2.422.800;13;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Jundiai-SP;535.500;3;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Jundiai-SP;157.500;1;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;157.500;1;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.409.850;9;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.557.900;15;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;5.101.200;26;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.741.950;9;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;192.400;2;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;3.745.800;19;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;976.950;5;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;922.950;5;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.134.450;6;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;5.665.050;30;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;157.500;1;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.254.000;100;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;639.900;60;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Jundiai-SP;803.000;10;NESTLE;Cavalo;72
Sao Bernardo do Campo-SP;Jacarei-SP;400.000;3;NESTLE;Cavalo;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;112.200;9;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Praia Grande-SP;1.824.750;10;NESTLE;Cavalo;120
Sao Bernardo do Campo-SP;Sao Paulo-SP;130.000;10;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Taubate-SP;1.700.000;65;NESTLE;Caminhao 3/4;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;3.453.750;168;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;180.000;14;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;360.000;4;NESTLE;Toco;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;4.712.850;30;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Santo Andre-SP;106.120.000;869;NESTLE;Truck;48
Sao Bernardo do Campo-SP;Sorocaba-SP;240.000;24;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.252.800;8;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;939.600;6;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.002.500;12;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;4.981.500;46;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.002.500;12;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sorocaba-SP;46.940.000;1505;NESTLE;Cavalo;72
Sao Bernardo do Campo-SP;Sorocaba-SP;5.120.000;55;NESTLE;Cavalo;72
Sao Bernardo do Campo-SP;Sorocaba-SP;60.030.000;773;NESTLE;Cavalo;72
Sao Bernardo do Campo-SP;Santo Andre-SP;200.000;12;NESTLE;Truck;48
Sao Bernardo do Campo-SP;Cotia-SP;70.050.000;6300;NESTLE;Truck;48
Sao Bernardo do Campo-SP;Jarinu-SP;35.550.000;856;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;3.780.000;50;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Campinas-SP;14.562.240;215;NESTLE;Truck;48
Sao Bernardo do Campo-SP;Sao Jose dos Campos-SP;601.000;10;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Franca-SP;7.410.000;81;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;1.512.000;20;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Jacarei-SP;4.656.800;80;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Franca-SP;1.573.000;13;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.101.150;7;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;58.670.000;1353;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Jundiai-SP;68.907.230;1518;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Sao Jose do Rio Preto-SP;129.820.000;1626;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sao Jose do Rio Preto-SP;25.450.000;350;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sao Jose dos Campos-SP;1.165.000;14;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Ribeirao Preto-SP;42.750.100;352;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Franca-SP;15.066.000;114;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Macae-RJ;883.100;15;NESTLE;Cavalo;72
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;36.258.400;457;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Jarinu-SP;1.890.000;180;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;39.300;8;NESTLE;Furgao Curto;48
