Origem;Destino;Peso;Volume;Natureza_Mercadoria;Tipo_Veiculo;Prazo_Entrega
Sao Paulo-SP;Guarulhos-SP;1.560.000;6;BIESTERFELD;Fiorino /Doblo / Kan;24
Sao Paulo-SP;Sao Paulo-SP;9.880.000;38;BIESTERFELD;Vuc;24
Sao Paulo-SP;Guarulhos-SP;1.040.000;4;BIESTERFELD;Fiorino /Doblo / Kan;24
Sao Paulo-SP;Aracariguama-SP;65.930;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;107.710;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;65.930;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;18.480;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;107.710;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Sao Paulo-SP;520.000;2;BIESTERFELD;Fiorino /Doblo / Kan;24
Sao Paulo-SP;Sao Bernardo do Campo-SP;2.720.000;45;NESTLE;Toco;48
Sao Paulo-SP;Sao Paulo-SP;5.460.000;21;BIESTERFELD;Iveco/ Master / Tran;24
Sao Paulo-SP;Aracariguama-SP;34.650;1;NESPRESSO;Cavalo;24
Rio de Janeiro-RJ;Sao Joao de Meriti-RJ;80.000;1;NESPRESSO;Toco;24
Rio de Janeiro-RJ;Sao Joao de Meriti-RJ;150.000;1;NESPRESSO;Toco;24
Rio de Janeiro-RJ;Sao Joao de Meriti-RJ;10.000;1;NESPRESSO;Toco;24
Sao Paulo-SP;Sao Bernardo do Campo-SP;3.600.000;50;NESTLE;Cavalo;48
Sao Paulo-SP;Sao Bernardo do Campo-SP;240.000;3;NESTLE;Cavalo;48
Sao Paulo-SP;Aracariguama-SP;115.600;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;0.9000;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;34.650;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Guarulhos-SP;260.000;1;BIESTERFELD;Truck;24
Sao Paulo-SP;Aracariguama-SP;18.480;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;107.710;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;65.930;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;36.000;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Sao Paulo-SP;10.400.000;40;BIESTERFELD;Iveco/ Master / Tran;24
Sao Paulo-SP;Aracariguama-SP;107.710;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Campinas-SP;10.400.000;40;BIESTERFELD;Truck;24
Sao Paulo-SP;Guarulhos-SP;5.200.000;20;BIESTERFELD;Truck;24
Sao Paulo-SP;Sao Bernardo do Campo-SP;810.000;14;NESTLE;Toco;48
Sao Paulo-SP;Sao Bernardo do Campo-SP;1.262.700;11;NESTLE;Toco;48
Sao Paulo-SP;Sao Bernardo do Campo-SP;2.644.800;20;NESTLE;Toco;48
Sao Paulo-SP;Sao Bernardo do Campo-SP;469.800;3;NESTLE;Toco;48
Sao Paulo-SP;Sao Bernardo do Campo-SP;73.160;8;NESTLE;Toco;48
Sao Paulo-SP;Sao Paulo-SP;2.200.000;10;BIESTERFELD;Fiorino /Doblo / Kan;24
Sao Paulo-SP;Sao Bernardo do Campo-SP;1.140.000;11;NESTLE;Toco;48
Sao Paulo-SP;Sao Bernardo do Campo-SP;8.780.000;118;NESTLE;Toco;48
Sao Paulo-SP;Sao Bernardo do Campo-SP;404.100;3;NESTLE;Toco;48
Sao Paulo-SP;Sao Bernardo do Campo-SP;866.250;5;NESTLE;Toco;48
Sao Paulo-SP;Sao Bernardo do Campo-SP;1.616.850;10;NESTLE;Toco;48
Rio de Janeiro-RJ;Sao Joao de Meriti-RJ;40.000;1;NESPRESSO;Toco;24
Rio de Janeiro-RJ;Sao Joao de Meriti-RJ;20.000;1;NESPRESSO;Toco;24
Rio de Janeiro-RJ;Sao Joao de Meriti-RJ;40.000;1;NESPRESSO;Toco;24
Sao Paulo-SP;Sao Bernardo do Campo-SP;96.200;1;NESTLE;Cavalo;48
Sao Paulo-SP;Sao Bernardo do Campo-SP;210.000;5;NESTLE;Cavalo;48
Sao Paulo-SP;Sao Bernardo do Campo-SP;238.500;8;NESTLE;Cavalo;48
Sao Paulo-SP;Aracariguama-SP;34.650;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;257.820;2;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;28.800;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;36.000;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Guarulhos-SP;2.600.000;10;BIESTERFELD;Iveco/ Master / Tran;24
Sao Paulo-SP;Barueri-SP;40.000;1;BIESTERFELD;Fiorino /Doblo / Kan;24
Sao Paulo-SP;Sao Paulo-SP;260.000;1;BIESTERFELD;Fiorino /Doblo / Kan;24
Sao Paulo-SP;Sao Paulo-SP;730.000;3;BIESTERFELD;Iveco/ Master / Tran;24
Sao Paulo-SP;Aracariguama-SP;286.560;2;NESPRESSO;Cavalo;24
Sao Paulo-SP;Guarulhos-SP;1.300.000;5;BIESTERFELD;Truck;24
Sao Paulo-SP;Sao Paulo-SP;41.600.000;160;BIESTERFELD;Toco;24
Sao Paulo-SP;Osasco-SP;2.600.000;10;BIESTERFELD;Toco;24
Campinas-SP;Aracariguama-SP;244.780;2;NESPRESSO;Cavalo;120
Sao Paulo-SP;Sao Paulo-SP;20.800.000;80;BIESTERFELD;Truck;24
Sao Paulo-SP;Guarulhos-SP;25.920.000;72;BIESTERFELD;Toco;24
Sao Paulo-SP;Sao Paulo-SP;260.000;1;BIESTERFELD;Toco;24
Sao Paulo-SP;Guarulhos-SP;2.600.000;10;BIESTERFELD;Toco;24
Sao Paulo-SP;Guarulhos-SP;4.160.000;16;BIESTERFELD;Iveco/ Master / Tran;24
Sao Paulo-SP;Diadema-SP;5.250.000;25;BIESTERFELD;Truck;24
Sao Paulo-SP;Aracariguama-SP;110.160;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;250.000;2;NESPRESSO;Cavalo;24
Sao Paulo-SP;Sao Paulo-SP;520.000;2;BIESTERFELD;Fiorino /Doblo / Kan;24
Rio de Janeiro-RJ;Sorocaba-SP;730.000;5;DIVERSOS;Toco;24
Sao Paulo-SP;Guarulhos-SP;13.000.000;50;BIESTERFELD;Truck;24
Sao Paulo-SP;Sao Paulo-SP;1.040.000;4;BIESTERFELD;Fiorino /Doblo / Kan;24
Sao Paulo-SP;Aracariguama-SP;14.680.000;8;NESPRESSO;Cavalo;24
Sao Paulo-SP;Guarulhos-SP;5.200.000;20;BIESTERFELD;Truck;24
Sao Paulo-SP;Aracariguama-SP;18.480;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;515.040;2;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;65.930;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Guarulhos-SP;3.120.000;12;BIESTERFELD;Truck;24
Sao Paulo-SP;Sao Paulo-SP;540.000;6;EPSON;Cavalo;48
Sao Paulo-SP;Sao Paulo-SP;20.000;5;EPSON;Cavalo;48
Rio de Janeiro-RJ;Sao Joao de Meriti-RJ;80.000;1;NESPRESSO;Caminhao 3/4;24
Rio de Janeiro-RJ;Sao Joao de Meriti-RJ;20.000;1;NESPRESSO;Caminhao 3/4;24
Sao Paulo-SP;Sao Paulo-SP;27.560.000;106;BIESTERFELD;Truck;24
Sao Paulo-SP;Sao Bernardo do Campo-SP;200.000;4;NESTLE;Caminhao 3/4;48
Sao Paulo-SP;Sao Paulo-SP;1.040.000;4;BIESTERFELD;Fiorino /Doblo / Kan;24
Sao Paulo-SP;Sao Bernardo do Campo-SP;180.000;3;NESTLE;Caminhao 3/4;48
Sao Paulo-SP;Aracariguama-SP;107.710;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;113.400;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;36.000;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;14.400;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;140.400;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;36.000;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;107.710;1;NESPRESSO;Cavalo;24
Rio de Janeiro-RJ;Sao Joao de Meriti-RJ;80.000;1;NESPRESSO;Toco;24
Sao Paulo-SP;Sao Bernardo do Campo-SP;490.000;9;NESTLE;Cavalo;48
Rio de Janeiro-RJ;Sao Joao de Meriti-RJ;20.000;1;NESPRESSO;Caminhao 3/4;24
Rio de Janeiro-RJ;Sao Joao de Meriti-RJ;40.000;1;NESPRESSO;Caminhao 3/4;24
Sao Paulo-SP;Guarulhos-SP;20.800.000;80;BIESTERFELD;Truck;24
Sao Paulo-SP;Jundiai-SP;1.040.000;4;BIESTERFELD;Toco;24
Sao Paulo-SP;Sao Paulo-SP;2.600.000;10;BIESTERFELD;Iveco/ Master / Tran;24
Sao Paulo-SP;Aracariguama-SP;357.700;2;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;34.650;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;65.930;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;178.850;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;36.000;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Rio de Janeiro-RJ;269.000;1;LOGSOR;Caminhao 3/4;48
Sao Paulo-SP;Sao Paulo-SP;4.940.000;19;BIESTERFELD;Toco;24
Aruja-SP;Sao Bernardo do Campo-SP;1.417.050;7;NESTLE;Cavalo;48
Sao Paulo-SP;Sao Bernardo do Campo-SP;156.600;8;NESTLE;Cavalo;48
Sao Paulo-SP;Diadema-SP;5.250.000;25;BIESTERFELD;Toco;24
Sao Paulo-SP;Sao Paulo-SP;260.000;1;BIESTERFELD;Iveco/ Master / Tran;24
Sao Paulo-SP;Aracariguama-SP;97.920;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;167.040;1;NESPRESSO;Cavalo;24
Rio de Janeiro-RJ;Sao Joao de Meriti-RJ;80.000;1;NESPRESSO;Toco;24
Sao Paulo-SP;Diadema-SP;10.400.000;40;BIESTERFELD;Iveco/ Master / Tran;24
Sao Paulo-SP;Sao Paulo-SP;260.000;1;BIESTERFELD;Fiorino /Doblo / Kan;24
Sao Paulo-SP;Rio de Janeiro-RJ;23.400.000;5;DIVERSOS;Truck;72
Sao Paulo-SP;Sao Paulo-SP;1.040.000;4;BIESTERFELD;Fiorino /Doblo / Kan;24
Sao Paulo-SP;Aracariguama-SP;887.140;5;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;71.000;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;178.850;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;140.400;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;16.000;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Aracariguama-SP;107.710;1;NESPRESSO;Cavalo;24
Rio de Janeiro-RJ;Sao Joao de Meriti-RJ;40.000;1;NESPRESSO;Toco;24
Rio de Janeiro-RJ;Sao Joao de Meriti-RJ;20.000;1;NESPRESSO;Toco;24
Rio de Janeiro-RJ;Aracariguama-SP;107.710;1;NESPRESSO;Cavalo;48
Rio de Janeiro-RJ;Sao Joao de Meriti-RJ;20.000;1;NESPRESSO;Toco;24
Sao Paulo-SP;Sao Paulo-SP;2.080.000;8;BIESTERFELD;Vuc;24
Sao Paulo-SP;Sao Paulo-SP;26.000.000;1000;BIESTERFELD;Iveco/ Master / Tran;24
Sao Paulo-SP;Aracariguama-SP;21.600;1;NESPRESSO;Cavalo;24
Sao Paulo-SP;Sao Paulo-SP;1.040.000;4;BIESTERFELD;Vuc;24
Sao Paulo-SP;Guarulhos-SP;420.000;2;BIESTERFELD;Iveco/ Master / Tran;24
Sao Paulo-SP;Sao Bernardo do Campo-SP;117.000;3;NESTLE;Cavalo;48
Sao Paulo-SP;Osasco-SP;5.200.000;20;BIESTERFELD;Toco;24
Sao Paulo-SP;Sao Paulo-SP;630.000;3;BIESTERFELD;Fiorino /Doblo / Kan;24
Sao Paulo-SP;Sao Paulo-SP;26.000.000;100;BIESTERFELD;Iveco/ Master / Tran;24
Rio de Janeiro-RJ;Sao Joao de Meriti-RJ;10.000;1;NESPRESSO;Fiorino /Doblo / Kan;24
Sao Bernardo do Campo-SP;Santos-SP;120.000;1;NESTLE;DUCATO;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;4.151.700;22;NESTLE;Sprinter longa;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.736.450;15;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;999.900;6;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;598.050;3;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;157.500;1;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;5.190.000;30;NESTLE;Truck;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;40.000;1;NESTLE;DUCATO;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;40.000;1;NESTLE;DUCATO;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;100.000;8;NESTLE;DUCATO;48
Sao Bernardo do Campo-SP;Santo Andre-SP;670.000;8;NESTLE;DUCATO;48
Sao Bernardo do Campo-SP;Jundiai-SP;22.660.000;444;NESTLE;Truck;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;118.440.000;1260;NESTLE;Truck;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;7.619.400;74;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.207.250;10;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;181.500;3;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Presidente Prudente-SP;18.426.200;138;NESTLE;Toco;48
Sao Bernardo do Campo-SP;Ribeirao Preto-SP;84.560;7;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Jose do Rio Preto-SP;47.547.940;411;NESTLE;Truck;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;140.000;2;NESTLE;Caminhao 3/4 D+1;48
Sao Bernardo do Campo-SP;Sao Jose dos Campos-SP;1.051.650;7;NESTLE;Caminhao 3/4 D+1;72
Sao Bernardo do Campo-SP;Jundiai-SP;645.300;4;NESTLE;Caminhao 3/4 D+1;72
Sao Bernardo do Campo-SP;Sao Jose dos Campos-SP;5.044.500;24;NESTLE;Caminhao 3/4 D+1;72
Sao Bernardo do Campo-SP;Jundiai-SP;156.600;1;NESTLE;Caminhao 3/4 D+1;72
Sao Bernardo do Campo-SP;Sao Jose dos Campos-SP;470.700;3;NESTLE;Caminhao 3/4 D+1;72
Sao Bernardo do Campo-SP;Jundiai-SP;1.071.000;8;NESTLE;Caminhao 3/4 D+1;72
Sao Bernardo do Campo-SP;Sumare-SP;193.280;16;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Campinas-SP;985.190;14;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Indaiatuba-SP;661.970;8;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;26.200;2;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;78.700;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.428.200;31;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Itaquaquecetuba-SP;2.973.620;50;NESTLE;Vuc;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;16.689.030;201;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.144.000;13;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Guarulhos-SP;62.480.000;12319;NESTLE;Truck;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;11.896.480;1234;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;882.900;4;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;5.715.000;45;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;12.660.000;100;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;149.300;2;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;78.600;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;83.900;1;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;65.400;1;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Guarulhos-SP;196.200;3;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;120.300;4;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;67.000;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.254.000;100;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Guarulhos-SP;251.700;3;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;160.000;3;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;250.000;36;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;472.050;3;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.549.700;13;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;756.450;4;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;15.270;3;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.970.000;254;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;120.000;9;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.950.000;35;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;69.870;7;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Guarulhos-SP;42.394.560;546;NESTLE;Toco;48
Sao Bernardo do Campo-SP;Sorocaba-SP;607.600;9;NESTLE;Toco;48
Sao Bernardo do Campo-SP;Ubatuba-SP;51.903.960;822;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.100.000;168;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sorocaba-SP;76.420.000;782;NESTLE;BITRUCK;72
Sao Bernardo do Campo-SP;Sao Vicente-SP;975.600;5;NESTLE;Iveco/ Master / Tran;120
Sao Bernardo do Campo-SP;Santos-SP;783.900;5;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Santos-SP;1.068.696;6;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Guaruja-SP;470.700;3;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Praia Grande-SP;783.000;5;NESTLE;Iveco/ Master / Tran;120
Sao Bernardo do Campo-SP;Praia Grande-SP;3.176.550;17;NESTLE;Iveco/ Master / Tran;120
Sao Bernardo do Campo-SP;Praia Grande-SP;912.150;5;NESTLE;Iveco/ Master / Tran;120
Sao Bernardo do Campo-SP;Praia Grande-SP;1.225.350;7;NESTLE;Iveco/ Master / Tran;120
Sao Bernardo do Campo-SP;Praia Grande-SP;166.950;1;NESTLE;Iveco/ Master / Tran;120
Sao Bernardo do Campo-SP;Sorocaba-SP;5.615.100;50;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;78.600;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;125.600;10;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;225.700;19;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;72.900;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;65.500;5;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Jundiai-SP;42.219.940;1237;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;150.000;16;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sorocaba-SP;82.028.370;2372;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;21.420.000;1000;NESTLE;Toco;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;16.514.200;235;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;70.000;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.330.000;18;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;970.000;12;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;150.000;11;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;160.000;30;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;330.000;5;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Aruja-SP;410.000;5;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;210.000;3;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;80.000;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;90.000;7;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;90.000;7;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;140.000;10;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;100.000;8;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;598.120;3;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;30.500;1;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Taboao da Serra-SP;10.586.250;81;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;3.780.000;54;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;4.414.950;20;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;5.583.150;29;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;313.200;2;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;708.640;4;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Ribeirao Preto-SP;42.140.360;365;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;388.750;5;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;791.000;10;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;20.648.000;260;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;70.000;6;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;18.145.300;1232;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Guarulhos-SP;220.500;2;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;3.465.000;18;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;11.646.900;60;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.124.100;9;NESTLE;Toco;48
Sao Bernardo do Campo-SP;Taubate-SP;939.600;6;NESTLE;Fiorino /Doblo / Kan;72
Sao Bernardo do Campo-SP;Cacapava-SP;783.000;5;NESTLE;Fiorino /Doblo / Kan;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;166.950;1;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;839.800;11;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;78.800;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Jacarei-SP;7.137.400;114;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;194.500;50;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;112.810;29;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;128.370;33;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;54.460;14;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;75.900;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;298.600;4;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;167.800;2;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;130.800;2;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Aruja-SP;484.900;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;30.600;3;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;131.300;10;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;35.010;9;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;322.870;83;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;42.790;11;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;182.830;47;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Guarulhos-SP;21.284.120;2005;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sorocaba-SP;116.993.450;1316;NESTLE;Truck;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;96.200;1;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;83.900;1;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;83.900;1;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;40.800;4;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;83.900;1;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;191.000;15;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;52.500;4;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Guarulhos-SP;83.900;1;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;125.400;10;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;391.500;3;NESTLE;Furgao Curto;48
